school_name,web_domain,type,last_visited,status,sources,years_registered,confidence,reason,final_domain,language
Ivy,ivyschool.sch.id,k-12,2026-09-18,Active,osm:ID-Surabaya,16,,,,
Universitas Janabadra,janabadra.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,16,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,janabadra.ac.id,en-us
Universitas Jayabaya,jayabaya.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,29,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,jayabaya.ac.id,en
Khay ming Montessori,khayming.com,k-12,2026-09-18,Inaccessible,osm:ID-Surabaya,,,,,
Kuttab Al Fatih Sidoarjo,kuttabalfatih.com,k-12,2026-09-18,Active,osm:ID-Surabaya,13,,,,
Lembaga Ilmu Pengetahuan Islam and Arab cabang Surabaya (LIPIA SURABAYA),lipia.id,k-12,2026-09-18,Inaccessible,osm:ID-Surabaya,5,,,,
Universitas Ma Chung,machung.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,19,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,machung.ac.id,en-us
Universitas Mahendradatta,mahendradatta.org,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:ConnectionError,mahendradatta.org,
Universitas Kristen Maranatha,maranatha.edu,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,29,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,maranatha.edu,id
Universitas Mercu Buana,mercubuana.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,29,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,mercubuana.ac.id,en
Universitas Dr. R. Moestopo,moestopo.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,26,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,moestopo.ac.id,en
Universitas Narotama,narotama.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,16,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,narotama.ac.id,en
Universitas HKBP Nommensen,nommensen.org,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,2,40,moved-to:bmkgungaran.com,bmkgungaran.com,
Universitas Nusa Putra,nusaputra.ac.id,university/college,2026-09-16,Inaccessible,hipo:2026-09-13;hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,13,,,,
Pakarti Luhur,pakartiluhur.ac.id,university/college,2026-09-15,Inaccessible,osm:ID-Jakarta,3,,,,
Universitas Pembangunan Panca Budi,pancabudi.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,21,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,pancabudi.ac.id,id
Universitas Paramadina Mulya,paramadina.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,28,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,paramadina.ac.id,en-us
Universitas Nasional Pasim,pasim.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,25,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,pasim.ac.id,id
Sekolah Tinggi Ilmu Ekonomi Perbanas,perbanas.ac.id,university/college,2026-09-18,Inaccessible,osm:ID-Surabaya;hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,18,,,,
Perbanas Institute,perbanas.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,11,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,perbanas.id,en
Universitas Kristen Petra,petra.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,29,80,http-2xx-html+multi-source+edu-keywords+trusted-suffix,petra.ac.id,
Prasetiya Mulya Business School,pmbs.ac.id,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,19,0,fetch-error:ConnectionError,pmbs.ac.id,
Politeknik Negeri Jakarta,pnj.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,24,80,http-2xx-html+multi-source+edu-keywords+trusted-suffix,pnj.ac.id,en
Politeknik Negeri Lhokseumawe,pnl.ac.id,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,22,5,http-403,pnl.ac.id,
Politeknik Negeri Bandung,polban.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,27,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,polban.ac.id,en-gb
Politeknik Negeri Semarang,polines.ac.id,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,24,5,http-403,polines.ac.id,
Politeknik Negeri Padang,polinpdg.ac.id,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,0,0,fetch-error:ConnectionError,polinpdg.ac.id,
Kampus Utama Politeknik Kelautan dan Perikanan Sidoarjo,politeknikkpsidoarjo.kkp.go.id,university/college,2026-09-18,Inaccessible,osm:ID-Surabaya,,,,,
Politeknik Negeri Pontianak,polnep.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,23,100,http-2xx-html+multi-source+schema.org-edu+edu-keywords+structure+substantial-content,polnep.ac.id,id
Politeknik Negeri Malang,poltek-malang.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,3,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,poltek-malang.ac.id,en-us
Politeknik Pos Indonesia,poltekpos.ac.id,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,25,0,fetch-error:TooManyRedirects,poltekpos.ac.id,
Politeknik Negeri Sambas,poltesa.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,15,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,poltesa.ac.id,en-us
Universitas Putera Batam,puterabatam.ac.id,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,21,0,fetch-error:ConnectTimeout,puterabatam.ac.id,
Raxton,raxtonmusic.co.id,university/college,2026-09-18,Inaccessible,osm:ID-Surabaya,11,,,,
"KB, TK, SD, SMP, SMK Parawisata Santa Maria",santamaria.sch.id,k-12,2026-09-15,Active,osm:ID-Jakarta,10,,,,
Universitas Sarjanawiyata Tamansiswa,sarjanawiyata.ac.id,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,,0,fetch-error:ConnectionError,sarjanawiyata.ac.id,
Agus Har,savanaart.yolasite.com,university/college,2026-09-15,Inaccessible,osm:ID-Jakarta,,,,,
Swiss German University,sgu.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,26,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,sgu.ac.id,en-us
STMIK Sinar Nusantara,sinus.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,24,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,sinus.ac.id,en
SMA Kristen Petra 1,sma1.pppkpetra.or.id,k-12,2026-09-18,Inaccessible,osm:ID-Surabaya,,,,,
SMA NEGERI 1 KEBOMAS GRESIK,smabomgresik.sch.id,k-12,2026-09-18,Active,osm:ID-Surabaya,8,,,,
SMK Negeri 1 Kota Bekasi,smkn1kotabekasi.sch.id,k-12,2026-09-15,Active,osm:ID-Jakarta,17,,,,
SMK NEGERI 4 SURABAYA,smkn4sby.sch.id,k-12,2026-09-18,Active,osm:ID-Surabaya,0,,,,
Sekolah Perkumpulan Mandiri,spm.sch.id,k-12,2026-09-15,Active,osm:ID-Jakarta,12,,,,
Sekolah Tinggi Akuntansi Negara (STAN),stan.ac.id,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,27,0,fetch-error:SSLError,stan.ac.id,
Sekolah Tinggi Ilmu Ekonomi Prima Visi,stieprimavisi.ac.id,university/college,2026-09-18,Inaccessible,osm:ID-Surabaya,,,,,
STIK Sint Carolus,stik-sintcarolus.ac.id,university/college,2026-09-15,Active,osm:ID-Jakarta,21,,,,
STIKES Bina Sehat PPNI Mojokerto,stikes-ppni.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,1,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,stikes-ppni.ac.id,en-us
STIKES RS Anwar Medika,stikesrsanwarmedika.ac.id,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,11,40,moved-to:uam.ac.id,uam.ac.id,id
STKIP Surya,stkipsurya.ac.id,university/college,2026-09-15,Inaccessible,osm:ID-Jakarta,0,,,,
Trisakti Institute of Tourism,stptrisakti.ac.id,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,26,0,fetch-error:SSLError,stptrisakti.ac.id,
Telkom University Surabaya,surabaya.telkomuniversity.ac.id,university/college,2026-09-18,Active,osm:ID-Surabaya,,,,,
Surabaya European School,surabayaeuropeanschool.com,k-12,2026-09-18,Active,osm:ID-Surabaya,24,,,,
Universitas Telkom,telkomuniversity.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;openalex:page55;hipo:2026-09-24,14,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,telkomuniversity.ac.id,id-id
Universitas Trisakti,trisakti.ac.id,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,30,5,http-403,trisakti.ac.id,
ATI Tunas Bangsa,tunasbangsajakarta.ac.id,university/college,2026-09-15,Active,osm:ID-Jakarta,9,,,,
Universitas Ahmad Dahlan,uad.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,28,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,uad.ac.id,en-us
Universitas Atma Jaya Yogyakarta,uajy.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,29,80,http-2xx-html+multi-source+edu-keywords+trusted-suffix,uajy.ac.id,en
STIKES RS Anwar Medika,uam.ac.id,university/college,2026-09-25,Active,redirect:stikesrsanwarmedika.ac.id,4,60,http-2xx-html+edu-keywords+structure+substantial-content,uam.ac.id,id
Universitas Brawijaya,ub.ac.id,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,17,5,http-403,ub.ac.id,
Universitas Surabaya,ubaya.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,30,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,ubaya.ac.id,en-us
Universitas Bhayangkara Surabaya,ubhara.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,16,80,http-2xx-html+multi-source+edu-keywords+trusted-suffix,home.ubhara.ac.id,id
Universitas Bhayangkara Jakarta Raya,ubharajaya.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,26,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,ubharajaya.ac.id,en-us
Universitas Bunda Mulia Jakarta,ubm.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,20,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,ubm.ac.id,id-id
Universitas Darma Agung,uda.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,1,100,http-2xx-html+multi-source+schema.org-edu+edu-keywords+structure+substantial-content,uda.ac.id,id
Universitas Gadjah Mada,ugm.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;openalex:page32;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,31,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,ugm.ac.id,id-id
University of Indonesia,ui.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;openalex:page25;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,31,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,ui.ac.id,id-id
Universitas Islam Indonesia,uii.ac.id,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,31,5,http-403,uii.ac.id,
Universitas Ibn Khaldun Bogor,uika-bogor.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,27,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,uika-bogor.ac.id,id
State Islamic University Syarif Hidayatullah Jakarta,uinjkt.ac.id,university/college,2026-09-15,Active,whed:IAU-018979;hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,24,,,,
State University of Malang,um.ac.id,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;openalex:page46;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,18,5,http-403,um.ac.id,
Universitas Maarif Hasyim Latif,umaha.ac.id,university/college,2026-09-25,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,11,90,http-2xx-html+multi-source+edu-keywords+trusted-suffix+substantial-content,umaha.ac.id,en-us
Universitas Klabat,unklab.ac.id,university/college,2026-09-25,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23;hipo:2026-09-24,24,5,http-403,unklab.ac.id,
Wisdom Academy,wisdomacademy.sch.id,k-12,2026-09-18,Inaccessible,osm:ID-Surabaya,1,,,,
Zenius,zenius.net,k-12,2026-09-15,Inaccessible,osm:ID-Jakarta,22,,,,
