school_name,web_domain,type,last_visited,status,sources,years_registered,confidence,reason,final_domain,language
Charité – Universitätsmedizin Berlin,charite.de,university/college,2026-09-23,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,charite.de,de
CODE University of Applied Sciences Berlin,code.berlin,university/college,2026-09-23,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,12,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,code.berlin,en
Deutsche Hochschule für Verwaltungswissenschaften Speyer,dhv-speyer.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:ConnectionError,dhv-speyer.de,
DIPLOMA-Fachhochschule Ölsnitz/Vogtland,diploma.de,university/college,2026-09-23,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,100,http-2xx-html+multi-source+schema.org-edu+edu-keywords+structure+substantial-content,diploma.de,de
Deutsche Sporthochschule Köln,dshs-koeln.de,university/college,2026-09-23,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,dshs-koeln.de,de
E.A.P. Europäische Wirtschaftshochschule Berlin,eap.net,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,29,5,empty-body,eap.net,
Europäische Betriebswirtschafts-Akademie,eba-muenchen.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:SSLError,eba-muenchen.de,
European Business School Schloß Reichartshausen,ebs.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:SSLError,ebs.de,
European College of Liberal Arts,ecla.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:SSLError,ecla.de,
Evangelische Fachhochschule Rheinland-Westfalen-Lippe,efh-bochum.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,5,http-404,efh-bochum.de,
"Evangelische Fachhochschule Freiburg, Hochschule für Soziale Arbeit, Diakonie und Religionspädagogik",efh-freiburg.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:SSLError,efh-freiburg.de,
Evangelische Fachhochschule Hannover,efh-hannover.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:ConnectionError,efh-hannover.de,
"Evangelische Fachhochschule Reutlingen-Ludwigsburg, Hochschule für Soziale Arbeit, Religionspädagogik und Diakonie",efh-reutlingen-ludwigsburg.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,40,moved-to:eh-ludwigsburg.de,eh-ludwigsburg.de,de
Evangelische Fachhochschule Ludwigshafen Hochschule für Sozial- und Gesundheitswesen,efhlu.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,5,moved-to:p2-1.afp24.net,p2-1.afp24.net,
Evangelische Fachhochschule Darmstadt,eh-darmstadt.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,40,moved-to:eh-hessen.de,eh-hessen.de,de-de
Evangelische Fachhochschule Darmstadt,eh-hessen.de,university/college,2026-09-23,Active,redirect:eh-darmstadt.de,,60,http-2xx-html+edu-keywords+structure+substantial-content,eh-hessen.de,de-de
"Evangelische Fachhochschule Reutlingen-Ludwigsburg, Hochschule für Soziale Arbeit, Religionspädagogik und Diakonie",eh-ludwigsburg.de,university/college,2026-09-23,Active,redirect:efh-reutlingen-ludwigsburg.de,,50,http-2xx-html+edu-keywords+substantial-content,eh-ludwigsburg.de,de
Evangelische Hochschule für Soziale Arbeit Dresden (FH),ehs-dresden.de,university/college,2026-09-23,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,ehs-dresden.de,de
European Management School,ems-mainz.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:ConnectTimeout,ems-mainz.de,
Europäische Fachhochschule,eufh.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,40,moved-to:cbs.de,cbs.de,de-de
Europa-Universität Viadrina Frankfurt (Oder),euv-frankfurt-o.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:ConnectionError,euv-frankfurt-o.de,
"Evangelische Fachhochschule Berlin, Fachhochschule für Sozialarbeit und Sozialpädagogik",evfh-berlin.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:ConnectionError,evfh-berlin.de,
Evangelische Fachhochschule Nürnberg,evfh-nuernberg.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:SSLError,evfh-nuernberg.de,
Friedrich-Alexander-Universität Erlangen-Nürnberg,fau.de,university/college,2026-09-16,Active,openalex:page13;hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,,,,
Fern-Fachhochschule Hamburg,fern-fh.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:SSLError,fern-fh.de,
Fernuniversität Gesamthochschule Hagen,fernuni-hagen.de,university/college,2026-09-23,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,80,http-2xx-html+multi-source+edu-keywords+substantial-content,fernuni-hagen.de,de
Fachhochschule Aachen,fh-aachen.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,5,http-403,fh-aachen.de,
Fachhochschule Aschaffenburg,fh-aschaffenburg.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:ConnectionError,fh-aschaffenburg.de,
Technical University of Applied Sciences Augsburg,fh-augsburg.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:ConnectionError,fh-augsburg.de,
Internationale Fachhochschule Bad Honnef,fh-bad-honnef.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:ConnectTimeout,fh-bad-honnef.de,
"Fachhochschule Biberach, Hochschule für Bauwesen und Wirtschaft",fh-biberach.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,5,http-400,fh-biberach.de,
Fachhochschule Bielefeld,fh-bielefeld.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,40,moved-to:hsbi.de,hsbi.de,de
Fachhochschule Bingen,fh-bingen.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:ConnectTimeout,fh-bingen.de,
Fachhochschule Bochum,fh-bochum.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:ConnectionError,fh-bochum.de,
Fachhochschule Brandenburg,fh-brandenburg.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,40,moved-to:th-brandenburg.de,th-brandenburg.de,de
Fachhochschule Dortmund,fh-dortmund.de,university/college,2026-09-23,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,fh-dortmund.de,de-de
Fachhochschule Eberswalde,fh-eberswalde.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:ConnectionError,fh-eberswalde.de,
Fachhochschule Erfurt,fh-erfurt.de,university/college,2026-09-23,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,90,http-2xx-html+multi-source+edu-keywords+structure+substantial-content,fh-erfurt.de,de-de
Fachhochschule Flensburg,fh-flensburg.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:SSLError,fh-flensburg.de,
Fachhochschule Frankfurt am Main,fh-frankfurt.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:ConnectTimeout,fh-frankfurt.de,
Europa Fachhochschule Fresenius,fh-fresenius.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:ConnectionError,fh-fresenius.de,
"Fachhochschule Furtwangen, Hochschule für Technik und Wirtschaft",fh-furtwangen.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:ConnectionError,fh-furtwangen.de,
Fachhochschule Gelsenkirchen,fh-gelsenkirchen.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:SSLError,fh-gelsenkirchen.de,
Fachhochschule Gießen-Friedberg,fh-giessen.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,40,moved-to:thm.de,thm.de,de-de
Fachhochschule Hamburg,fh-hamburg.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:ConnectionError,fh-hamburg.de,
Fachhochschule Hannover,fh-hannover.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:ConnectionError,fh-hannover.de,
Fachhochschule Heidelberg,fh-heidelberg.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,40,moved-to:srh-university.de,srh-university.de,de
"Fachhochschule Heilbronn, Hochschule für Technik und Wirtschaft",fh-heilbronn.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:ConnectionError,fh-heilbronn.de,
"Fachhochschule Hildesheim/Holzminden/Göttingen, Hochschule für angewandte Wissenschaft und Kunst",fh-hildesheim.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:SSLError,fh-hildesheim.de,
Fachhochschule Hof,fh-hof.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:ConnectionError,fh-hof.de,
"Fachhochschule und Berufskollegs NTA, Prof.Dr. Grübler gemein. GmbH",fh-isny.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:ConnectionError,fh-isny.de,
Fachhochschule Jena,fh-jena.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:ConnectionError,fh-jena.de,
"Fachhochschule Karlsruhe, Hochschule für Technik",fh-karlsruhe.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:ConnectionError,fh-karlsruhe.de,
"Fachhochschule Kempten, Hochschule für Technik und Wirtschaft",fh-kempten.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:SSLError,fh-kempten.de,
Fachhochschule Kiel,fh-kiel.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,40,moved-to:haw-kiel.de,haw-kiel.de,de
Fachhochschule Kaiserslautern,fh-kl.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,40,moved-to:hs-kl.de,hs-kl.de,de-de
Fachhochschule Koblenz,fh-koblenz.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:SSLError,fh-koblenz.de,
Technische Hochschule Köln,fh-koeln.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,40,moved-to:th-koeln.de,th-koeln.de,de
"Fachhochschule Konstanz, Hochschule für Technik, Wirtschaft und Gestaltung",fh-konstanz.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:ConnectionError,fh-konstanz.de,
"Fachhochschule Landshut, Hochschule für Wirtschaft - Sozialwesen - Technik",fh-landshut.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,40,moved-to:haw-landshut.de,haw-landshut.de,de
Fachhochschule Lausitz,fh-lausitz.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:ConnectionError,fh-lausitz.de,
Fachhochschule Lippe,fh-lippe.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:ConnectTimeout,fh-lippe.de,
"Fachhochschule Ludwigshafen, Hochschule für Wirtschaft",fh-ludwigshafen.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:ConnectionError,fh-ludwigshafen.de,
Fachhochschule Lübeck,fh-luebeck.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,40,moved-to:th-luebeck.de,th-luebeck.de,de
Fachhochschule Mainz,fh-mainz.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:ConnectTimeout,fh-mainz.de,
"Fachhochschule Mannheim, Hochschule für Technik und Gestaltung",fh-mannheim.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:ConnectionError,fh-mannheim.de,
Fachhochschule Merseburg,fh-merseburg.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:ConnectionError,fh-merseburg.de,
Fachhochschule des Mittelstandes (FHM),fh-mittelstand.de,university/college,2026-09-23,Active,redirect:fhm-mittelstand.de,,60,http-2xx-html+edu-keywords+structure+substantial-content,fh-mittelstand.de,de
Fachhochschule München,fh-muenchen.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,40,moved-to:hm.edu,hm.edu,de-de
Fachhochschule Münster,fh-muenster.de,university/college,2026-09-23,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,70,http-2xx-html+multi-source+edu-keywords,fh-muenster.de,de
Fachhochschule Neubrandenburg,fh-nb.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,40,moved-to:hs-nb.de,hs-nb.de,de
Fachhochschule Niederrhein,fh-niederrhein.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:ConnectionError,fh-niederrhein.de,
Fachhochschule Nordhausen,fh-nordhausen.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:ConnectionError,fh-nordhausen.de,
Georg-Simon-Ohm-Fachhochschule Nürnberg,fh-nuernberg.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:ConnectionError,fh-nuernberg.de,
"Fachhochschule Nürtingen, Hochschule für Wirtschaft, Landwirtschaft und Landespflege",fh-nuertingen.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:ConnectionError,fh-nuertingen.de,
Fachhochschule für die Wirtschaft,fhdw.bib.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:ConnectionError,fhdw.bib.de,
Fachhochschule der Wirtschaft,fhdw.de,university/college,2026-09-23,Active,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,80,http-2xx-html+multi-source+edu-keywords+substantial-content,fhdw.de,de-de
Staatlich anerkannte Fachhochschule für Kunsttherapie,fhkt.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,5,moved-to:p2-1.afp24.net,p2-1.afp24.net,
Fachhochschule des Mittelstandes (FHM),fhm-mittelstand.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,40,moved-to:fh-mittelstand.de,fh-mittelstand.de,de
Fachhochschule Nordostniedersachsen,fhnon.de,university/college,2026-09-23,Inaccessible,hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,0,fetch-error:ConnectionError,fhnon.de,
Freie Universität Berlin,fu-berlin.de,university/college,2026-09-16,Inaccessible,openalex:page14;hipo:2026-09-17;hipo:2026-09-18;hipo:2026-09-19;hipo:2026-09-20;hipo:2026-09-21;hipo:2026-09-22;hipo:2026-09-23,,,,,
Bonn-Cologne Graduate School of Physics and Astronomy,gradschool.physics.uni-bonn.de,university/college,2026-09-18,Active,ror:api-p1,,,,,
Hochschule Bonn-Rhein-Sieg,h-brs.de,university/college,2026-09-23,Active,redirect:hochschule-bonn-rhein-sieg.de,,60,http-2xx-html+edu-keywords+structure+substantial-content,h-brs.de,de
